"id","team1","team2","team1_points_against","team2_points_against","team1_offense_metric","team2_offense_metric","date","score1","score2"
10560,"ATL","WAS","79.7500000000000000","82.2750000000000000","-4.5900000000000000","-1.8875000000000000","5/29/2024",73,67
10561,"WAS","ATL","82.2750000000000000","79.7500000000000000","-1.8875000000000000","-4.5900000000000000","5/29/2024",67,73
10562,"MIN","LVA","75.6000000000000000","80.9000000000000000","-0.45937500000000000000","4.2668750000000000","5/29/2024",66,80
10563,"SEA","IND","78.7500000000000000","87.6500000000000000","0.90812500000000000000","4.1925000000000000","5/30/2024",103,88
10564,"IND","SEA","87.6500000000000000","78.7500000000000000","4.1925000000000000","0.90812500000000000000","5/30/2024",88,103
10565,"CHI","LAS","82.5250000000000000","85.6250000000000000","-4.2293750000000000","-2.7325000000000000","5/30/2024",83,73
10566,"LAS","CHI","85.6250000000000000","82.5250000000000000","-2.7325000000000000","-4.2293750000000000","5/30/2024",73,83
10567,"MIN","PHO","75.6000000000000000","84.7500000000000000","-0.45937500000000000000","0.14750000000000000000","5/31/2024",95,71
10568,"NYL","WAS","76.4500000000000000","82.2750000000000000","3.2450000000000000","-1.8875000000000000","5/31/2024",90,79
10569,"WAS","NYL","82.2750000000000000","76.4500000000000000","-1.8875000000000000","3.2450000000000000","5/31/2024",79,90
10570,"ATL","LVA","79.7500000000000000","80.9000000000000000","-4.5900000000000000","4.2668750000000000","5/31/2024",78,74
10571,"CON","DAL","73.6000000000000000","92.1250000000000000","-2.3556250000000000","3.4943750000000000","5/31/2024",74,72
10572,"LVA","ATL","80.9000000000000000","79.7500000000000000","4.2668750000000000","-4.5900000000000000","5/31/2024",74,78
10573,"DAL","CON","92.1250000000000000","73.6000000000000000","3.4943750000000000","-2.3556250000000000","5/31/2024",72,74
10574,"PHO","MIN","84.7500000000000000","75.6000000000000000","0.14750000000000000000","-0.45937500000000000000","5/31/2024",71,95
10575,"IND","CHI","87.6500000000000000","82.5250000000000000","4.1925000000000000","-4.2293750000000000","6/1/2024",71,70
10576,"CHI","IND","82.5250000000000000","87.6500000000000000","-4.2293750000000000","4.1925000000000000","6/1/2024",70,71
10577,"NYL","IND","76.4500000000000000","87.6500000000000000","3.2450000000000000","4.1925000000000000","6/2/2024",104,68
10578,"MIN","DAL","75.6000000000000000","92.1250000000000000","-0.45937500000000000000","3.4943750000000000","6/2/2024",87,76
10579,"PHO","LAS","84.7500000000000000","85.6250000000000000","0.14750000000000000000","-2.7325000000000000","6/2/2024",87,68
10580,"DAL","MIN","92.1250000000000000","75.6000000000000000","3.4943750000000000","-0.45937500000000000000","6/2/2024",76,87
10581,"CON","ATL","73.6000000000000000","79.7500000000000000","-2.3556250000000000","-4.5900000000000000","6/2/2024",69,50
10582,"IND","NYL","87.6500000000000000","76.4500000000000000","4.1925000000000000","3.2450000000000000","6/2/2024",68,104
10583,"LAS","PHO","85.6250000000000000","84.7500000000000000","-2.7325000000000000","0.14750000000000000000","6/2/2024",68,87
10584,"ATL","CON","79.7500000000000000","73.6000000000000000","-4.5900000000000000","-2.3556250000000000","6/2/2024",50,69
10585,"NYL","CHI","76.4500000000000000","82.5250000000000000","3.2450000000000000","-4.2293750000000000","6/4/2024",88,75
10586,"SEA","PHO","78.7500000000000000","84.7500000000000000","0.90812500000000000000","0.14750000000000000000","6/4/2024",80,62
10587,"CON","WAS","73.6000000000000000","82.2750000000000000","-2.3556250000000000","-1.8875000000000000","6/4/2024",76,59
10588,"CHI","NYL","82.5250000000000000","76.4500000000000000","-4.2293750000000000","3.2450000000000000","6/4/2024",75,88
10589,"PHO","SEA","84.7500000000000000","78.7500000000000000","0.14750000000000000000","0.90812500000000000000","6/4/2024",62,80
10590,"WAS","CON","82.2750000000000000","73.6000000000000000","-1.8875000000000000","-2.3556250000000000","6/4/2024",59,76
10591,"LVA","DAL","80.9000000000000000","92.1250000000000000","4.2668750000000000","3.4943750000000000","6/5/2024",95,81
10592,"MIN","LAS","75.6000000000000000","85.6250000000000000","-0.45937500000000000000","-2.7325000000000000","6/5/2024",86,62
10593,"DAL","LVA","92.1250000000000000","80.9000000000000000","3.4943750000000000","4.2668750000000000","6/5/2024",81,95
10594,"LAS","MIN","85.6250000000000000","75.6000000000000000","-2.7325000000000000","-0.45937500000000000000","6/5/2024",62,86
10595,"CHI","WAS","82.5250000000000000","82.2750000000000000","-4.2293750000000000","-1.8875000000000000","6/6/2024",79,71
10596,"NYL","ATL","76.4500000000000000","79.7500000000000000","3.2450000000000000","-4.5900000000000000","6/6/2024",78,61
10597,"WAS","CHI","82.2750000000000000","82.5250000000000000","-1.8875000000000000","-4.2293750000000000","6/6/2024",71,79
10598,"ATL","NYL","79.7500000000000000","76.4500000000000000","-4.5900000000000000","3.2450000000000000","6/6/2024",61,78
10599,"IND","WAS","87.6500000000000000","82.2750000000000000","4.1925000000000000","-1.8875000000000000","6/7/2024",85,83
10600,"WAS","IND","82.2750000000000000","87.6500000000000000","-1.8875000000000000","4.1925000000000000","6/7/2024",83,85
10601,"LAS","DAL","85.6250000000000000","92.1250000000000000","-2.7325000000000000","3.4943750000000000","6/7/2024",81,72
10602,"PHO","MIN","84.7500000000000000","75.6000000000000000","0.14750000000000000000","-0.45937500000000000000","6/7/2024",81,80
10603,"MIN","PHO","75.6000000000000000","84.7500000000000000","-0.45937500000000000000","0.14750000000000000000","6/7/2024",80,81
10604,"SEA","LVA","78.7500000000000000","80.9000000000000000","0.90812500000000000000","4.2668750000000000","6/7/2024",78,65
10605,"DAL","LAS","92.1250000000000000","85.6250000000000000","3.4943750000000000","-2.7325000000000000","6/7/2024",72,81
10606,"LVA","SEA","80.9000000000000000","78.7500000000000000","4.2668750000000000","0.90812500000000000000","6/7/2024",65,78
10607,"ATL","CHI","79.7500000000000000","82.5250000000000000","-4.5900000000000000","-4.2293750000000000","6/8/2024",89,80
10608,"NYL","CON","76.4500000000000000","73.6000000000000000","3.2450000000000000","-2.3556250000000000","6/8/2024",82,75
10609,"CHI","ATL","82.5250000000000000","79.7500000000000000","-4.2293750000000000","-4.5900000000000000","6/8/2024",80,89
10610,"CON","NYL","73.6000000000000000","76.4500000000000000","-2.3556250000000000","3.2450000000000000","6/8/2024",75,82
10611,"PHO","DAL","84.7500000000000000","92.1250000000000000","0.14750000000000000000","3.4943750000000000","6/9/2024",97,90
10612,"LAS","LVA","85.6250000000000000","80.9000000000000000","-2.7325000000000000","4.2668750000000000","6/9/2024",96,92
10613,"NYL","WAS","76.4500000000000000","82.2750000000000000","3.2450000000000000","-1.8875000000000000","6/9/2024",93,88
10614,"LVA","LAS","80.9000000000000000","85.6250000000000000","4.2668750000000000","-2.7325000000000000","6/9/2024",92,96
10615,"DAL","PHO","92.1250000000000000","84.7500000000000000","3.4943750000000000","0.14750000000000000000","6/9/2024",90,97
10616,"WAS","NYL","82.2750000000000000","76.4500000000000000","-1.8875000000000000","3.2450000000000000","6/9/2024",88,93
10617,"MIN","SEA","75.6000000000000000","78.7500000000000000","-0.45937500000000000000","0.90812500000000000000","6/9/2024",83,64
10618,"SEA","MIN","78.7500000000000000","75.6000000000000000","0.90812500000000000000","-0.45937500000000000000","6/9/2024",64,83
10619,"CON","IND","73.6000000000000000","87.6500000000000000","-2.3556250000000000","4.1925000000000000","6/10/2024",89,72
10620,"IND","CON","87.6500000000000000","73.6000000000000000","4.1925000000000000","-2.3556250000000000","6/10/2024",72,89
10621,"MIN","LVA","75.6000000000000000","80.9000000000000000","-0.45937500000000000000","4.2668750000000000","6/11/2024",100,86
10622,"SEA","LAS","78.7500000000000000","85.6250000000000000","0.90812500000000000000","-2.7325000000000000","6/11/2024",95,79
10623,"WAS","ATL","82.2750000000000000","79.7500000000000000","-1.8875000000000000","-4.5900000000000000","6/11/2024",87,68
10624,"LVA","MIN","80.9000000000000000","75.6000000000000000","4.2668750000000000","-0.45937500000000000000","6/11/2024",86,100
10625,"LAS","SEA","85.6250000000000000","78.7500000000000000","-2.7325000000000000","0.90812500000000000000","6/11/2024",79,95
10626,"ATL","WAS","79.7500000000000000","82.2750000000000000","-4.5900000000000000","-1.8875000000000000","6/11/2024",68,87
10627,"CON","CHI","73.6000000000000000","82.5250000000000000","-2.3556250000000000","-4.2293750000000000","6/12/2024",83,75
10628,"CHI","CON","82.5250000000000000","73.6000000000000000","-4.2293750000000000","-2.3556250000000000","6/12/2024",75,83
10629,"LVA","PHO","80.9000000000000000","84.7500000000000000","4.2668750000000000","0.14750000000000000000","6/13/2024",103,99
10630,"PHO","LVA","84.7500000000000000","80.9000000000000000","0.14750000000000000000","4.2668750000000000","6/13/2024",99,103
10631,"SEA","DAL","78.7500000000000000","92.1250000000000000","0.90812500000000000000","3.4943750000000000","6/13/2024",92,84
10632,"IND","ATL","87.6500000000000000","79.7500000000000000","4.1925000000000000","-4.5900000000000000","6/13/2024",91,84
10633,"ATL","IND","79.7500000000000000","87.6500000000000000","-4.5900000000000000","4.1925000000000000","6/13/2024",84,91
10634,"DAL","SEA","92.1250000000000000","78.7500000000000000","3.4943750000000000","0.90812500000000000000","6/13/2024",84,92
10635,"WAS","CHI","82.2750000000000000","82.5250000000000000","-1.8875000000000000","-4.2293750000000000","6/14/2024",83,81
10636,"CHI","WAS","82.5250000000000000","82.2750000000000000","-4.2293750000000000","-1.8875000000000000","6/14/2024",81,83
10637,"MIN","LAS","75.6000000000000000","85.6250000000000000","-0.45937500000000000000","-2.7325000000000000","6/14/2024",81,76
10638,"LAS","MIN","85.6250000000000000","75.6000000000000000","-2.7325000000000000","-0.45937500000000000000","6/14/2024",76,81
10639,"NYL","LVA","76.4500000000000000","80.9000000000000000","3.2450000000000000","4.2668750000000000","6/15/2024",90,82
10640,"CON","DAL","73.6000000000000000","92.1250000000000000","-2.3556250000000000","3.4943750000000000","6/15/2024",85,67
10641,"LVA","NYL","80.9000000000000000","76.4500000000000000","4.2668750000000000","3.2450000000000000","6/15/2024",82,90
10642,"DAL","CON","92.1250000000000000","73.6000000000000000","3.4943750000000000","-2.3556250000000000","6/15/2024",67,85
10643,"IND","CHI","87.6500000000000000","82.5250000000000000","4.1925000000000000","-4.2293750000000000","6/16/2024",91,83
10644,"ATL","LAS","79.7500000000000000","85.6250000000000000","-4.5900000000000000","-2.7325000000000000","6/16/2024",87,74
10645,"PHO","SEA","84.7500000000000000","78.7500000000000000","0.14750000000000000000","0.90812500000000000000","6/16/2024",87,78
10646,"CHI","IND","82.5250000000000000","87.6500000000000000","-4.2293750000000000","4.1925000000000000","6/16/2024",83,91
10647,"SEA","PHO","78.7500000000000000","84.7500000000000000","0.90812500000000000000","0.14750000000000000000","6/16/2024",78,87
10648,"LAS","ATL","85.6250000000000000","79.7500000000000000","-2.7325000000000000","-4.5900000000000000","6/16/2024",74,87
10649,"MIN","DAL","75.6000000000000000","92.1250000000000000","-0.45937500000000000000","3.4943750000000000","6/17/2024",90,78
10650,"DAL","MIN","92.1250000000000000","75.6000000000000000","3.4943750000000000","-0.45937500000000000000","6/17/2024",78,90
10651,"PHO","NYL","84.7500000000000000","76.4500000000000000","0.14750000000000000000","3.2450000000000000","6/18/2024",99,93
10652,"NYL","PHO","76.4500000000000000","84.7500000000000000","3.2450000000000000","0.14750000000000000000","6/18/2024",93,99
10653,"CON","LAS","73.6000000000000000","85.6250000000000000","-2.3556250000000000","-2.7325000000000000","6/18/2024",79,70
10654,"LAS","CON","85.6250000000000000","73.6000000000000000","-2.7325000000000000","-2.3556250000000000","6/18/2024",70,79
10655,"LVA","SEA","80.9000000000000000","78.7500000000000000","4.2668750000000000","0.90812500000000000000","6/19/2024",94,83
10656,"IND","WAS","87.6500000000000000","82.2750000000000000","4.1925000000000000","-1.8875000000000000","6/19/2024",88,81
10657,"SEA","LVA","78.7500000000000000","80.9000000000000000","0.90812500000000000000","4.2668750000000000","6/19/2024",83,94
10658,"WAS","IND","82.2750000000000000","87.6500000000000000","-1.8875000000000000","4.1925000000000000","6/19/2024",81,88
10659,"MIN","ATL","75.6000000000000000","79.7500000000000000","-0.45937500000000000000","-4.5900000000000000","6/19/2024",68,55
10660,"ATL","MIN","79.7500000000000000","75.6000000000000000","-4.5900000000000000","-0.45937500000000000000","6/19/2024",55,68
10661,"NYL","LAS","76.4500000000000000","85.6250000000000000","3.2450000000000000","-2.7325000000000000","6/20/2024",93,80
10662,"CHI","DAL","82.5250000000000000","92.1250000000000000","-4.2293750000000000","3.4943750000000000","6/20/2024",83,72
10663,"LAS","NYL","85.6250000000000000","76.4500000000000000","-2.7325000000000000","3.2450000000000000","6/20/2024",80,93
10664,"DAL","CHI","92.1250000000000000","82.5250000000000000","3.4943750000000000","-4.2293750000000000","6/20/2024",72,83
10665,"IND","ATL","87.6500000000000000","79.7500000000000000","4.1925000000000000","-4.5900000000000000","6/21/2024",91,79
10666,"LVA","CON","80.9000000000000000","73.6000000000000000","4.2668750000000000","-2.3556250000000000","6/21/2024",85,74
10667,"ATL","IND","79.7500000000000000","87.6500000000000000","-4.5900000000000000","4.1925000000000000","6/21/2024",79,91
10668,"CON","LVA","73.6000000000000000","80.9000000000000000","-2.3556250000000000","4.2668750000000000","6/21/2024",74,85
10669,"NYL","LAS","76.4500000000000000","85.6250000000000000","3.2450000000000000","-2.7325000000000000","6/22/2024",98,88
10670,"WAS","DAL","82.2750000000000000","92.1250000000000000","-1.8875000000000000","3.4943750000000000","6/22/2024",97,69
10671,"LAS","NYL","85.6250000000000000","76.4500000000000000","-2.7325000000000000","3.2450000000000000","6/22/2024",88,98
10672,"MIN","PHO","75.6000000000000000","84.7500000000000000","-0.45937500000000000000","0.14750000000000000000","6/22/2024",73,60
10673,"DAL","WAS","92.1250000000000000","82.2750000000000000","3.4943750000000000","-1.8875000000000000","6/22/2024",69,97
10674,"PHO","MIN","84.7500000000000000","75.6000000000000000","0.14750000000000000000","-0.45937500000000000000","6/22/2024",60,73
10675,"NYL","ATL","76.4500000000000000","79.7500000000000000","3.2450000000000000","-4.5900000000000000","6/23/2024",96,75
10676,"WAS","DAL","82.2750000000000000","92.1250000000000000","-1.8875000000000000","3.4943750000000000","6/23/2024",92,84
10677,"CHI","IND","82.5250000000000000","87.6500000000000000","-4.2293750000000000","4.1925000000000000","6/23/2024",88,87
10678,"IND","CHI","87.6500000000000000","82.5250000000000000","4.1925000000000000","-4.2293750000000000","6/23/2024",87,88
10679,"DAL","WAS","92.1250000000000000","82.2750000000000000","3.4943750000000000","-1.8875000000000000","6/23/2024",84,92
10680,"ATL","NYL","79.7500000000000000","76.4500000000000000","-4.5900000000000000","3.2450000000000000","6/23/2024",75,96
10681,"SEA","CON","78.7500000000000000","73.6000000000000000","0.90812500000000000000","-2.3556250000000000","6/23/2024",72,61
10682,"CON","SEA","73.6000000000000000","78.7500000000000000","-2.3556250000000000","0.90812500000000000000","6/23/2024",61,72
10683,"LVA","CHI","80.9000000000000000","82.5250000000000000","4.2668750000000000","-4.2293750000000000","6/27/2024",95,83
10684,"CON","WAS","73.6000000000000000","82.2750000000000000","-2.3556250000000000","-1.8875000000000000","6/27/2024",94,91
10685,"DAL","MIN","92.1250000000000000","75.6000000000000000","3.4943750000000000","-0.45937500000000000000","6/27/2024",94,88
10686,"WAS","CON","82.2750000000000000","73.6000000000000000","-1.8875000000000000","-2.3556250000000000","6/27/2024",91,94
10687,"SEA","IND","78.7500000000000000","87.6500000000000000","0.90812500000000000000","4.1925000000000000","6/27/2024",89,77
10688,"MIN","DAL","75.6000000000000000","92.1250000000000000","-0.45937500000000000000","3.4943750000000000","6/27/2024",88,94
10689,"CHI","LVA","82.5250000000000000","80.9000000000000000","-4.2293750000000000","4.2668750000000000","6/27/2024",83,95
10690,"IND","SEA","87.6500000000000000","78.7500000000000000","4.1925000000000000","0.90812500000000000000","6/27/2024",77,89
10691,"PHO","LAS","84.7500000000000000","85.6250000000000000","0.14750000000000000000","-2.7325000000000000","6/28/2024",92,78
10692,"ATL","CON","79.7500000000000000","73.6000000000000000","-4.5900000000000000","-2.3556250000000000","6/28/2024",78,74
10693,"LAS","PHO","85.6250000000000000","84.7500000000000000","-2.7325000000000000","0.14750000000000000000","6/28/2024",78,92
10694,"CON","ATL","73.6000000000000000","79.7500000000000000","-2.3556250000000000","-4.5900000000000000","6/28/2024",74,78
10695,"SEA","DAL","78.7500000000000000","92.1250000000000000","0.90812500000000000000","3.4943750000000000","6/29/2024",97,76
10696,"LVA","WAS","80.9000000000000000","82.2750000000000000","4.2668750000000000","-1.8875000000000000","6/29/2024",88,77
10697,"WAS","LVA","82.2750000000000000","80.9000000000000000","-1.8875000000000000","4.2668750000000000","6/29/2024",77,88
10698,"DAL","SEA","92.1250000000000000","78.7500000000000000","3.4943750000000000","0.90812500000000000000","6/29/2024",76,97
10699,"IND","PHO","87.6500000000000000","84.7500000000000000","4.1925000000000000","0.14750000000000000000","6/30/2024",88,82
10700,"PHO","IND","84.7500000000000000","87.6500000000000000","0.14750000000000000000","4.1925000000000000","6/30/2024",82,88
10701,"NYL","ATL","76.4500000000000000","79.7500000000000000","3.2450000000000000","-4.5900000000000000","6/30/2024",81,75
10702,"ATL","NYL","79.7500000000000000","76.4500000000000000","-4.5900000000000000","3.2450000000000000","6/30/2024",75,81
10703,"MIN","CHI","75.6000000000000000","82.5250000000000000","-0.45937500000000000000","-4.2293750000000000","6/30/2024",70,62
10704,"CHI","MIN","82.5250000000000000","75.6000000000000000","-4.2293750000000000","-0.45937500000000000000","6/30/2024",62,70
10705,"SEA","DAL","78.7500000000000000","92.1250000000000000","0.90812500000000000000","3.4943750000000000","7/1/2024",95,71
10706,"CON","PHO","73.6000000000000000","84.7500000000000000","-2.3556250000000000","0.14750000000000000000","7/1/2024",83,72
10707,"PHO","CON","84.7500000000000000","73.6000000000000000","0.14750000000000000000","-2.3556250000000000","7/1/2024",72,83
10708,"DAL","SEA","92.1250000000000000","78.7500000000000000","3.4943750000000000","0.90812500000000000000","7/1/2024",71,95
10709,"LVA","IND","80.9000000000000000","87.6500000000000000","4.2668750000000000","4.1925000000000000","7/2/2024",88,69
10710,"CHI","ATL","82.5250000000000000","79.7500000000000000","-4.2293750000000000","-4.5900000000000000","7/2/2024",85,77
10711,"WAS","LAS","82.2750000000000000","85.6250000000000000","-1.8875000000000000","-2.7325000000000000","7/2/2024",82,80
10712,"LAS","WAS","85.6250000000000000","82.2750000000000000","-2.7325000000000000","-1.8875000000000000","7/2/2024",80,82
10713,"ATL","CHI","79.7500000000000000","82.5250000000000000","-4.5900000000000000","-4.2293750000000000","7/2/2024",77,85
10714,"NYL","MIN","76.4500000000000000","75.6000000000000000","3.2450000000000000","-0.45937500000000000000","7/2/2024",76,67
10715,"IND","LVA","87.6500000000000000","80.9000000000000000","4.1925000000000000","4.2668750000000000","7/2/2024",69,88
10716,"MIN","NYL","75.6000000000000000","76.4500000000000000","-0.45937500000000000000","3.2450000000000000","7/2/2024",67,76
10717,"PHO","DAL","84.7500000000000000","92.1250000000000000","0.14750000000000000000","3.4943750000000000","7/3/2024",104,96
10718,"DAL","PHO","92.1250000000000000","84.7500000000000000","3.4943750000000000","0.14750000000000000000","7/3/2024",96,104
10719,"LVA","WAS","80.9000000000000000","82.2750000000000000","4.2668750000000000","-1.8875000000000000","7/4/2024",98,77
